"sim_id","n","method","component","mu_true","estimate","lower","upper","covered","elapsed_seconds"
1,10000,"Gibbs","mu_1",0,0.0173814168065792,-0.0232851092315972,0.0580659757540571,1,471.108
1,10000,"Gibbs","mu_2",5,4.9930597378536,4.95124332865463,5.03503978643171,1,471.108
1,10000,"Gibbs","mu_3",10,10.0123985697735,9.97213815479563,10.0534399278347,1,471.108
1,10000,"Gibbs","mu_4",20,19.9728716349805,19.9344395056616,20.0119392108636,1,471.108
1,10000,"VI","mu_1",0,0.0178367551874076,-0.0213242241918752,0.0569977345666904,1,0.285000000000025
1,10000,"VI","mu_2",5,4.99356485670501,4.95422458969962,5.03290512371041,1,0.285000000000025
1,10000,"VI","mu_3",10,10.0124548814842,9.97323009195085,10.0516796710176,1,0.285000000000025
1,10000,"VI","mu_4",20,19.9726614622664,19.9335863809958,20.0117365435369,1,0.285000000000025
10,10000,"Gibbs","mu_1",0,0.0119754064926538,-0.0296381173007978,0.0540377812662046,1,443.811
10,10000,"Gibbs","mu_2",5,5.0154716547556,4.97221569722325,5.05847503737484,1,443.811
10,10000,"Gibbs","mu_3",10,10.007041149812,9.96670449917931,10.0470913697964,1,443.811
10,10000,"Gibbs","mu_4",20,20.0281172076046,19.9905027753305,20.0664711389625,1,443.811
10,10000,"VI","mu_1",0,0.0115965988887945,-0.028373718671642,0.051566916449231,1,0.321000000000026
10,10000,"VI","mu_2",5,5.01564704424003,4.97563724250997,5.05565684597009,1,0.321000000000026
10,10000,"VI","mu_3",10,10.0071395142513,9.96835339511569,10.0459256333869,1,0.321000000000026
10,10000,"VI","mu_4",20,20.0279751329175,19.9898431980252,20.0661070678097,1,0.321000000000026
100,10000,"Gibbs","mu_1",0,0.0410090528284092,-0.000164160431117883,0.0825501518706986,1,531.838
100,10000,"Gibbs","mu_2",5,5.00093912632012,4.95894966889408,5.04381928807621,1,531.838
100,10000,"Gibbs","mu_3",10,9.96894231823494,9.92817143445483,10.010583228484,1,531.838
100,10000,"Gibbs","mu_4",20,20.0024090550632,19.9626519549627,20.0410406708444,1,531.838
100,10000,"VI","mu_1",0,-6.02655388458004e-16,-19.6,19.6,1,2.57899999999995
100,10000,"VI","mu_2",5,1.48749385440351,1.45553261618327,1.51945509262376,0,2.57899999999995
100,10000,"VI","mu_3",10,8.59509932008054,8.56311972874847,8.62707891141262,0,2.57899999999995
100,10000,"VI","mu_4",20,20.0028087393154,19.9634748551242,20.0421426235066,1,2.57899999999995
101,10000,"Gibbs","mu_1",0,0.0117337465013994,-0.0280560881476921,0.0515260640585929,1,532.724
101,10000,"Gibbs","mu_2",5,4.98953656082954,4.94787233238437,5.03172342544066,1,532.724
101,10000,"Gibbs","mu_3",10,9.98200436991282,9.94022764746834,10.0232010914658,1,532.724
101,10000,"Gibbs","mu_4",20,19.9716306271612,19.9326605624639,20.01012264261,1,532.724
101,10000,"VI","mu_1",0,-1.79129749590688e-16,-19.6,19.6,1,1.90099999999995
101,10000,"VI","mu_2",5,1.12035310616628,1.0872998401563,1.15340637217626,0,1.90099999999995
101,10000,"VI","mu_3",10,8.30177717166962,8.2707353547742,8.33281898856504,0,1.90099999999995
101,10000,"VI","mu_4",20,19.9712832567453,19.9320598008864,20.0105067126042,1,1.90099999999995
102,10000,"Gibbs","mu_1",0,0.00238769166301663,-0.0378221471151039,0.0428817729809658,1,532.58
102,10000,"Gibbs","mu_2",5,4.99615577919081,4.95429500388105,5.03812930761017,1,532.58
102,10000,"Gibbs","mu_3",10,10.0405474514643,9.99984050101063,10.0805171802599,1,532.58
102,10000,"Gibbs","mu_4",20,20.0226976762284,19.9837422865359,20.062606831428,1,532.58
102,10000,"VI","mu_1",0,-7.97190593034761e-07,-19.5999984593541,19.5999968649729,1,0.493000000000052
102,10000,"VI","mu_2",5,-7.97190593034761e-07,-19.5999984593541,19.5999968649729,1,0.493000000000052
102,10000,"VI","mu_3",10,4.96874315966991,4.94607153944313,4.99141477989669,0,0.493000000000052
102,10000,"VI","mu_4",20,19.9450193704597,19.9060225944719,19.9840161464474,0,0.493000000000052
103,10000,"Gibbs","mu_1",0,0.0209165036568345,-0.0190542206648716,0.0614041869731606,1,533.762
103,10000,"Gibbs","mu_2",5,5.00452979550039,4.9622470775805,5.04701330424444,1,533.762
103,10000,"Gibbs","mu_3",10,9.99511092529081,9.95488879715651,10.0356952149268,1,533.762
103,10000,"Gibbs","mu_4",20,19.9849911913362,19.9461242949203,20.0235257858506,1,533.762
103,10000,"VI","mu_1",0,-2.50974269894501e-16,-19.6,19.6,1,2.45800000000008
103,10000,"VI","mu_2",5,1.27833747053516,1.24587425466866,1.31080068640167,0,2.45800000000008
103,10000,"VI","mu_3",10,8.47830718475572,8.44654835187928,8.51006601763217,0,2.45800000000008
103,10000,"VI","mu_4",20,19.9854125618753,19.9465683766279,20.0242567471226,1,2.45800000000008
104,10000,"Gibbs","mu_1",0,0.00014602094460095,-0.0401074784755474,0.0395433283443195,1,533.949
104,10000,"Gibbs","mu_2",5,5.00588255422943,4.96346291907858,5.04824801296984,1,533.949
104,10000,"Gibbs","mu_3",10,9.98897170197938,9.94874916158358,10.02875526544,1,533.949
104,10000,"Gibbs","mu_4",20,19.994677068727,19.9551739810622,20.0344067047677,1,533.949
104,10000,"VI","mu_1",0,-0.000168024732117275,-0.0389796300720448,0.0386435806078103,1,0.328999999999951
104,10000,"VI","mu_2",5,5.00626993930451,4.96682180013403,5.04571807847498,1,0.328999999999951
104,10000,"VI","mu_3",10,9.9887890515748,9.94979977501131,10.0277783281383,1,0.328999999999951
104,10000,"VI","mu_4",20,19.9946042779951,19.9550386631215,20.0341698928687,1,0.328999999999951
105,10000,"Gibbs","mu_1",0,0.00144039173902903,-0.038739758972991,0.0412043395037754,1,526.94
105,10000,"Gibbs","mu_2",5,4.9775403420947,4.93507203487078,5.01976489914954,1,526.94
105,10000,"Gibbs","mu_3",10,10.0175155365252,9.97628146417217,10.0591144247125,1,526.94
105,10000,"Gibbs","mu_4",20,19.9869502086094,19.9482976995799,20.0258748126363,1,526.94
105,10000,"VI","mu_1",0,0.00128061540639398,-0.0375661992764335,0.0401274300892214,1,0.307999999999993
105,10000,"VI","mu_2",5,4.97733516069164,4.93792751135854,5.01674281002474,1,0.307999999999993
105,10000,"VI","mu_3",10,10.017362333707,9.97835411341891,10.0563705539952,1,0.307999999999993
105,10000,"VI","mu_4",20,19.9870999250645,19.9475504174297,20.0266494326993,1,0.307999999999993
106,10000,"Gibbs","mu_1",0,0.0175836941313281,-0.0240825195985992,0.0580069986472797,1,530.752
106,10000,"Gibbs","mu_2",5,4.99093136214627,4.9482071230763,5.03470451811618,1,530.752
106,10000,"Gibbs","mu_3",10,9.99843213962755,9.95968257948783,10.0377728296731,1,530.752
106,10000,"Gibbs","mu_4",20,19.9999322587065,19.9597782030518,20.0390077029374,1,530.752
106,10000,"VI","mu_1",0,0.0178399919394693,-0.0217600732800847,0.0574400571590233,1,0.436000000000035
106,10000,"VI","mu_2",5,4.99077515358942,4.95125672600555,5.03029358117328,1,0.436000000000035
106,10000,"VI","mu_3",10,9.99847457869927,9.96056727066482,10.0363818867337,1,0.436000000000035
106,10000,"VI","mu_4",20,19.9998585347549,19.9599912325907,20.039725836919,1,0.436000000000035
107,10000,"Gibbs","mu_1",0,0.00152092082141023,-0.0382259937090276,0.0426100157513811,1,528.282
107,10000,"Gibbs","mu_2",5,5.02322317480684,4.98262254656765,5.06616934393093,1,528.282
107,10000,"Gibbs","mu_3",10,9.99500577024576,9.9548143456382,10.0361611923145,1,528.282
107,10000,"Gibbs","mu_4",20,20.0092174267003,19.9690738778634,20.0477645598768,1,528.282
107,10000,"VI","mu_1",0,0.00141110293775573,-0.037802547946096,0.0406247538216075,1,0.349000000000046
107,10000,"VI","mu_2",5,5.02319154596764,4.98451273645835,5.06187035547692,1,0.349000000000046
107,10000,"VI","mu_3",10,9.99516433189808,9.95604204689426,10.0342866169019,1,0.349000000000046
