"sim_id","n","method","component","mu_true","estimate","lower","upper","covered","elapsed_seconds"
1,100,"Gibbs","mu_1",0,-0.347530064847698,-0.767540994006832,0.0678369512280194,1,5.496
1,100,"Gibbs","mu_2",5,4.60706564538905,4.17633259256346,5.03868972103123,1,5.496
1,100,"Gibbs","mu_3",10,9.9540375644513,9.57516834063559,10.3271376161302,1,5.496
1,100,"Gibbs","mu_4",20,20.1013464736501,19.7216525591881,20.4809775790763,1,5.496
1,100,"VI","mu_1",0,-1.81546419697012e-17,-19.6,19.6,1,0.0499999999999998
1,100,"VI","mu_2",5,1.63789552321418,1.33744584012887,1.93834520629949,0,0.0499999999999998
1,100,"VI","mu_3",10,9.40803477550503,9.05860942616595,9.75746012484411,0,0.0499999999999998
1,100,"VI","mu_4",20,20.1003679863598,19.7160542608696,20.48468171185,1,0.0499999999999998
10,100,"Gibbs","mu_1",0,0.169354150822265,-0.178504575645277,0.520645786593177,1,5.495
10,100,"Gibbs","mu_2",5,5.4055268749972,4.99866734114373,5.79960485936258,1,5.495
10,100,"Gibbs","mu_3",10,10.0059635748034,9.58337991220209,10.4192717934644,1,5.495
10,100,"Gibbs","mu_4",20,19.7907709764984,19.2660254918162,20.3060845199083,1,5.495
10,100,"VI","mu_1",0,-2.68116632298492e-19,-19.6,19.6,1,0.0569999999999995
10,100,"VI","mu_2",5,0.48251858071449,0.154002957538146,0.811034203890834,0,0.0569999999999995
10,100,"VI","mu_3",10,7.74638944443346,7.47037168132476,8.02240720754215,0,0.0569999999999995
10,100,"VI","mu_4",20,19.7932202138555,19.2695751624131,20.3168652652978,1,0.0569999999999995
100,100,"Gibbs","mu_1",0,-0.197636543644874,-0.583153607880643,0.176968145330602,1,5.527
100,100,"Gibbs","mu_2",5,4.55191780642637,4.20064079444923,4.89563141590583,0,5.527
100,100,"Gibbs","mu_3",10,10.2485686820851,9.77680483081357,10.7082047119483,1,5.527
100,100,"Gibbs","mu_4",20,19.9728148472932,19.5134524045667,20.4208486263662,1,5.527
100,100,"VI","mu_1",0,-0.196078774658289,-0.567602117773396,0.175444568456817,1,0.0510000000000002
100,100,"VI","mu_2",5,4.5582492229145,4.22728558282707,4.88921286300193,0,0.0510000000000002
100,100,"VI","mu_3",10,10.2585476123548,9.81038820336171,10.7067070213478,1,0.0510000000000002
100,100,"VI","mu_4",20,19.9698121359346,19.5079639789008,20.4316602929683,1,0.0510000000000002
101,100,"Gibbs","mu_1",0,0.181495571507046,-0.213265906203524,0.584735270747278,1,5.524
101,100,"Gibbs","mu_2",5,5.74875039259913,5.30574765621227,6.19126037781088,0,5.524
101,100,"Gibbs","mu_3",10,10.3288769145132,9.89005019570246,10.778256487256,1,5.524
101,100,"Gibbs","mu_4",20,19.9918909339392,19.636186585009,20.3339856908766,1,5.524
101,100,"VI","mu_1",0,0.178033306398151,-0.213219689231449,0.569286302027751,1,0.0540000000000003
101,100,"VI","mu_2",5,5.74860880949907,5.3246176477139,6.17259997128423,0,0.0540000000000003
101,100,"VI","mu_3",10,10.3418763987606,9.91980691374117,10.76394588378,1,0.0540000000000003
101,100,"VI","mu_4",20,19.993308824972,19.6468806273683,20.3397370225758,1,0.0540000000000003
102,100,"Gibbs","mu_1",0,0.166618591190439,-0.299920568422144,0.617634078395769,1,5.533
102,100,"Gibbs","mu_2",5,4.61667494880668,4.07660949483224,5.19345024562761,1,5.533
102,100,"Gibbs","mu_3",10,10.3704871471375,10.0309370289448,10.721566151477,0,5.533
102,100,"Gibbs","mu_4",20,19.8466295036054,19.4623834981856,20.2533130316123,1,5.533
102,100,"VI","mu_1",0,-1.10334443368281e-17,-19.6,19.6,1,0.0540000000000003
102,100,"VI","mu_2",5,2.01710498502426,1.70830112306014,2.32590884698838,0,0.0540000000000003
102,100,"VI","mu_3",10,10.2824976755528,9.94993435336617,10.6150609977394,1,0.0540000000000003
102,100,"VI","mu_4",20,19.8479482972358,19.4560266736989,20.2398699207726,1,0.0540000000000003
