"component","gibbs_mean_std","vi_mean_std","gibbs_mean_raw","vi_mean_raw"
"mu_1",-0.200722909015527,-0.00151565576921665,68.1682361364109,70.8764535230722
"mu_2",0.198250964752753,0.00151565576773839,73.5922754931852,70.9176641239665
