"sim_id","n","method","component","mu_true","estimate","lower","upper","covered","elapsed_seconds"
1,1000,"Gibbs","mu_1",0,0.774367241750945,0.590933402547458,0.962922651291835,0,51.979
1,1000,"Gibbs","mu_2",5,8.04842331432349,7.91193578597616,8.1905234253436,0,51.979
1,1000,"Gibbs","mu_3",10,19.8756857033142,19.6356525538024,20.0641518679413,0,51.979
1,1000,"Gibbs","mu_4",20,20.1277016040079,19.9399276031089,20.3721783920684,1,51.979
1,1000,"VI","mu_1",0,0.0153579935229249,-0.109224850507435,0.139940837553284,1,0.0829999999999984
1,1000,"VI","mu_2",5,5.06144675782618,4.93781388399975,5.1850796316526,1,0.0829999999999984
1,1000,"VI","mu_3",10,10.0110782200609,9.8874105229303,10.1347459171915,1,0.0829999999999984
1,1000,"VI","mu_4",20,20.0017819348157,19.8778231296885,20.125740739943,1,0.0829999999999984
10,1000,"Gibbs","mu_1",0,-0.127269626600347,-0.257690310652744,0.00515033541080257,1,52.896
10,1000,"Gibbs","mu_2",5,5.02359081412444,4.88660675188319,5.16404313667351,1,52.896
10,1000,"Gibbs","mu_3",10,10.0500958134274,9.91999815389858,10.1776399871169,1,52.896
10,1000,"Gibbs","mu_4",20,20.0285454008667,19.9072955833503,20.1501125980977,1,52.896
10,1000,"VI","mu_1",0,-3.68042842992301e-17,-19.6,19.6,1,0.232000000000006
10,1000,"VI","mu_2",5,1.09603414288584,0.991724698313384,1.20034358745829,0,0.232000000000006
10,1000,"VI","mu_3",10,8.47683821405046,8.37758297336594,8.57609345473498,0,0.232000000000006
10,1000,"VI","mu_4",20,20.0286963488007,19.9064372865172,20.1509554110842,1,0.232000000000006
100,1000,"Gibbs","mu_1",0,0.0576417384121342,-0.0687258564008545,0.184422540123042,1,53.091
100,1000,"Gibbs","mu_2",5,5.00890239285428,4.87716946182547,5.13547918796281,1,53.091
100,1000,"Gibbs","mu_3",10,10.0082191027722,9.88038765848062,10.1355064371384,1,53.091
100,1000,"Gibbs","mu_4",20,20.0110704402861,19.8867995076891,20.1400651584704,1,53.091
100,1000,"VI","mu_1",0,-5.39594699753807e-17,-19.6,19.6,1,0.172999999999995
100,1000,"VI","mu_2",5,1.32483156127734,1.22218148450255,1.42748163805213,0,0.172999999999995
100,1000,"VI","mu_3",10,8.36462047443688,8.26605697461873,8.46318397425504,0,0.172999999999995
100,1000,"VI","mu_4",20,20.0102263557284,19.8837115354727,20.136741175984,1,0.172999999999995
101,1000,"Gibbs","mu_1",0,0.125638318990617,0.00411485098472885,0.244493377680279,0,52.975
101,1000,"Gibbs","mu_2",5,4.96752873053971,4.82367773166324,5.109171203812,1,52.975
101,1000,"Gibbs","mu_3",10,9.9576609291302,9.82964971973923,10.0841309250855,1,52.975
101,1000,"Gibbs","mu_4",20,20.0755266651276,19.9509722212226,20.1996781339406,1,52.975
101,1000,"VI","mu_1",0,0.126262853601759,0.00845092263714642,0.244074784566372,0,0.0889999999999986
101,1000,"VI","mu_2",5,4.96614783278824,4.83686350368879,5.09543216188768,1,0.0889999999999986
101,1000,"VI","mu_3",10,9.95767345855613,9.83356650694248,10.0817804101698,1,0.0889999999999986
101,1000,"VI","mu_4",20,20.0755259738284,19.950052402647,20.2009995450099,1,0.0889999999999986
102,1000,"Gibbs","mu_1",0,-0.12619774756899,-0.257424038901869,0.00561576770930953,1,53.053
102,1000,"Gibbs","mu_2",5,5.03318450773236,4.89581419090141,5.17311912565296,1,53.053
102,1000,"Gibbs","mu_3",10,10.0087460815769,9.88264396098685,10.1310937609363,1,53.053
102,1000,"Gibbs","mu_4",20,19.9001417937768,19.7774975232985,20.0225197197431,1,53.053
102,1000,"VI","mu_1",0,-1.76636868786829e-16,-19.6,19.6,1,0.475000000000001
102,1000,"VI","mu_2",5,1.74622060623723,1.64714612496598,1.84529508750848,0,0.475000000000001
102,1000,"VI","mu_3",10,9.08904762851454,8.98422866460237,9.19386659242671,0,0.475000000000001
102,1000,"VI","mu_4",20,19.9005933411179,19.7788072180511,20.0223794641848,1,0.475000000000001
103,1000,"Gibbs","mu_1",0,0.145459004074241,0.0120968834780137,0.277317222966649,0,53.112
103,1000,"Gibbs","mu_2",5,5.01309431064821,4.88216411096655,5.14732330221955,1,53.112
103,1000,"Gibbs","mu_3",10,10.0249171735774,9.89993006178265,10.1505705173802,1,53.112
103,1000,"Gibbs","mu_4",20,20.0767939917276,19.9503958908012,20.2033917575391,1,53.112
103,1000,"VI","mu_1",0,0.14528300474973,0.0179400384094195,0.272625971090041,0,0.0850000000000009
103,1000,"VI","mu_2",5,5.01303054522168,4.89139184109896,5.13466924934439,1,0.0850000000000009
103,1000,"VI","mu_3",10,10.0240231877945,9.90304783141602,10.144998544173,1,0.0850000000000009
103,1000,"VI","mu_4",20,20.0765446464956,19.9502925670317,20.2027967259595,1,0.0850000000000009
104,1000,"Gibbs","mu_1",0,0.0409182415185084,-0.0832486071463305,0.165061856366904,1,53.079
104,1000,"Gibbs","mu_2",5,4.88037742847818,4.73621564094071,5.02142437161119,1,53.079
104,1000,"Gibbs","mu_3",10,9.99158236172897,9.86692716096392,10.1160195366218,1,53.079
104,1000,"Gibbs","mu_4",20,20.0319057942554,19.9123362248651,20.1572410341652,1,53.079
104,1000,"VI","mu_1",0,-4.4825566355578e-09,-19.5999999868026,19.5999999778375,1,0.957000000000001
104,1000,"VI","mu_2",5,-4.4825566355578e-09,-19.5999999868026,19.5999999778375,1,0.957000000000001
104,1000,"VI","mu_3",10,4.86009062591536,4.78832679036942,4.9318544614613,0,0.957000000000001
104,1000,"VI","mu_4",20,20.0288128535142,19.9058521409256,20.1517735661029,1,0.957000000000001
105,1000,"Gibbs","mu_1",0,-0.0227989923593244,-0.155697337189931,0.109747332214365,1,52.983
105,1000,"Gibbs","mu_2",5,4.99239868117319,4.85854371667358,5.12706760269322,1,52.983
105,1000,"Gibbs","mu_3",10,9.98541787099313,9.85847368374445,10.1123871371733,1,52.983
105,1000,"Gibbs","mu_4",20,19.9304264359577,19.8069867263348,20.0549305896875,1,52.983
105,1000,"VI","mu_1",0,0.579821800887135,0.465018491141185,0.694625110633085,0,0.113
105,1000,"VI","mu_2",5,7.86626491327843,7.73667762078391,7.99585220577295,0,0.113
105,1000,"VI","mu_3",10,7.86626491327843,7.73667762078391,7.99585220577295,0,0.113
105,1000,"VI","mu_4",20,19.9299125911495,19.8062073688054,20.0536178134935,1,0.113
106,1000,"Gibbs","mu_1",0,-0.0269819300725022,-0.160799678086339,0.105082762599954,1,53.223
106,1000,"Gibbs","mu_2",5,4.97001120808762,4.83400462754561,5.10473871203499,1,53.223
106,1000,"Gibbs","mu_3",10,10.1233567024503,9.9969196178775,10.2452023478763,1,53.223
106,1000,"Gibbs","mu_4",20,19.9945229836351,19.8675077130496,20.1183996868476,1,53.223
106,1000,"VI","mu_1",0,-5.42154889533208e-16,-19.6,19.6,1,0.210999999999999
106,1000,"VI","mu_2",5,2.00285322119418,1.90807629087975,2.0976301515086,0,0.210999999999999
106,1000,"VI","mu_3",10,9.41906157956443,9.31056576012111,9.52755739900774,0,0.210999999999999
106,1000,"VI","mu_4",20,19.9936967743815,19.8687342784836,20.1186592702794,1,0.210999999999999
107,1000,"Gibbs","mu_1",0,0.0950416838429193,-0.0326699175826185,0.22183820661381,1,53.054
107,1000,"Gibbs","mu_2",5,4.99764213802607,4.86341224514746,5.13096333005637,1,53.054
107,1000,"Gibbs","mu_3",10,9.94761089923279,9.81158364609377,10.0826827312329,1,53.054
107,1000,"Gibbs","mu_4",20,19.9342213893957,19.810319097015,20.0552782127096,1,53.054
107,1000,"VI","mu_1",0,-6.07939454923561e-17,-19.6,19.6,1,0.219999999999999
107,1000,"VI","mu_2",5,1.63881502814386,1.54025956743962,1.7373704888481,0,0.219999999999999
107,1000,"VI","mu_3",10,8.55564749745467,8.45065829381933,8.66063670109001,0,0.219999999999999
107,1000,"VI","mu_4",20,19.9342881366544,19.8117905291637,20.056785744145,1,0.219999999999999
108,1000,"Gibbs","mu_1",0,-0.00659170893958064,-0.144059031712446,0.129669048696729,1,52.947
108,1000,"Gibbs","mu_2",5,4.88461514993864,4.75455192594037,5.01376237660827,1,52.947
108,1000,"Gibbs","mu_3",10,9.98388233627212,9.85622134735355,10.1092682589877,1,52.947
108,1000,"Gibbs","mu_4",20,20.0394981781999,19.922165252817,20.1617595964641,1,52.947
108,1000,"VI","mu_1",0,2.01346577566536,1.91747393894419,2.10945761238654,0,0.141000000000005
108,1000,"VI","mu_2",5,9.13124990225409,9.02083548354722,9.24166432096096,0,0.141000000000005
108,1000,"VI","mu_3",10,19.6534289179142,19.4839525164599,19.8229053193684,0,0.141000000000005
108,1000,"VI","mu_4",20,20.4245161996609,20.2553683351466,20.5936640641752,0,0.141000000000005
109,1000,"Gibbs","mu_1",0,-0.0796822482617446,-0.20870805407843,0.043389335426144,1,53.101
109,1000,"Gibbs","mu_2",5,4.96994956276363,4.83249355731263,5.10860477356043,1,53.101
109,1000,"Gibbs","mu_3",10,10.036590611038,9.90636690352249,10.170413104808,1,53.101
109,1000,"Gibbs","mu_4",20,20.0035418808053,19.8848610321614,20.1210610999431,1,53.101
109,1000,"VI","mu_1",0,-1.30164437683909e-17,-19.6,19.6,1,0.471000000000004
109,1000,"VI","mu_2",5,0.893440874405171,0.786510964502903,1.00037078430744,0,0.471000000000004
109,1000,"VI","mu_3",10,8.25266015540888,8.15316132863727,8.35215898218048,0,0.471000000000004
109,1000,"VI","mu_4",20,20.0040874935482,19.8861114947522,20.1220634923443,1,0.471000000000004
11,1000,"Gibbs","mu_1",0,-0.0815689951537334,-0.201767891776492,0.0387731667533143,1,52.745
11,1000,"Gibbs","mu_2",5,5.11574591186398,4.98028559513294,5.25119247847641,1,52.745
11,1000,"Gibbs","mu_3",10,10.1951398551155,10.0640098328531,10.3282248603624,0,52.745
11,1000,"Gibbs","mu_4",20,19.9283769498253,19.7993889299368,20.0550831390767,1,52.745
11,1000,"VI","mu_1",0,-6.23505875387756e-18,-19.6,19.6,1,0.183
11,1000,"VI","mu_2",5,0.655618006910408,0.549198510262285,0.76203750355853,0,0.183
11,1000,"VI","mu_3",10,8.20742097451188,8.11198808447928,8.30285386454447,0,0.183
11,1000,"VI","mu_4",20,19.9283666154479,19.8015874071752,20.0551458237206,1,0.183
110,1000,"Gibbs","mu_1",0,0.0218425511274835,-0.108013422544233,0.148732901527326,1,52.856
110,1000,"Gibbs","mu_2",5,4.92451086540093,4.79527573279401,5.04979810988788,1,52.856
110,1000,"Gibbs","mu_3",10,10.035150367089,9.91199012993047,10.1589972970078,1,52.856
110,1000,"Gibbs","mu_4",20,19.9924162738515,19.8650629985649,20.1178382578336,1,52.856
110,1000,"VI","mu_1",0,-3.30230924944011e-16,-19.6,19.6,1,0.134
110,1000,"VI","mu_2",5,2.10057687930523,2.00853827811854,2.19261548049192,0,0.134
110,1000,"VI","mu_3",10,9.41632353981753,9.30473730803602,9.52790977159905,0,0.134
110,1000,"VI","mu_4",20,19.9914537850799,19.8644085242538,20.118499045906,1,0.134
111,1000,"Gibbs","mu_1",0,-0.0365034555858757,-0.164758718863697,0.0956446295324931,1,53.147
111,1000,"Gibbs","mu_2",5,4.94257197113903,4.80945682681325,5.07857508664437,1,53.147
111,1000,"Gibbs","mu_3",10,9.86533707673941,9.73998104275051,9.99062808754254,0,53.147
111,1000,"Gibbs","mu_4",20,20.139069278711,20.0146371974055,20.2618207651189,0,53.147
111,1000,"VI","mu_1",0,-0.038562506389811,-0.165325310322161,0.0882002975425394,1,0.0679999999999978
111,1000,"VI","mu_2",5,4.94282216051106,4.81870059911451,5.06694372190762,1,0.0679999999999978
111,1000,"VI","mu_3",10,9.86571328359472,9.74499290271928,9.98643366447016,0,0.0679999999999978
111,1000,"VI","mu_4",20,20.1383759547526,20.0139183394995,20.2628335700057,0,0.0679999999999978
112,1000,"Gibbs","mu_1",0,-0.00280157023427177,-0.136583600884694,0.127354498297518,1,52.954
112,1000,"Gibbs","mu_2",5,5.03229045593978,4.90365037757604,5.16125957273432,1,52.954
112,1000,"Gibbs","mu_3",10,9.94305879627374,9.81566967614139,10.0738657508801,1,52.954
112,1000,"Gibbs","mu_4",20,19.9835528189403,19.8548510228779,20.1082137013252,1,52.954
112,1000,"VI","mu_1",0,-0.00221358575641907,-0.129050269849299,0.124623098336461,1,0.0730000000000004
112,1000,"VI","mu_2",5,5.03261233451864,4.91032381020534,5.15490085883194,1,0.0730000000000004
112,1000,"VI","mu_3",10,9.94225708292942,9.81911817888312,10.0653959869757,1,0.0730000000000004
112,1000,"VI","mu_4",20,19.9829377447994,19.8592261061429,20.106649383456,1,0.0730000000000004
113,1000,"Gibbs","mu_1",0,-0.0984102599863346,-0.221792172745946,0.0272195123320673,1,52.731
113,1000,"Gibbs","mu_2",5,5.10076742954116,4.96964368438987,5.22723718747055,1,52.731
113,1000,"Gibbs","mu_3",10,10.0146211676702,9.89134343790909,10.1374517054228,1,52.731
113,1000,"Gibbs","mu_4",20,19.9197938755865,19.7854065959585,20.0519531401171,1,52.731
113,1000,"VI","mu_1",0,-0.0984830960715243,-0.220613524259252,0.023647332116204,1,0.0770000000000053
113,1000,"VI","mu_2",5,5.10097885525938,4.98019512680577,5.221762583713,1,0.0770000000000053
113,1000,"VI","mu_3",10,10.0139280718409,9.89467969728594,10.1331764463959,1,0.0770000000000053
113,1000,"VI","mu_4",20,19.9204593492163,19.7848865576287,20.0560321408039,1,0.0770000000000053
114,1000,"Gibbs","mu_1",0,-0.0183068160115009,-0.146711903275134,0.110841262844044,1,53.111
114,1000,"Gibbs","mu_2",5,5.08648462777573,4.96291150234539,5.21291841947412,1,53.111
114,1000,"Gibbs","mu_3",10,9.95574315001733,9.83148298940074,10.0802909225495,1,53.111
114,1000,"Gibbs","mu_4",20,19.959983801472,19.8306673703883,20.0905253677622,1,53.111
114,1000,"VI","mu_1",0,-5.93452677237555e-18,-19.6,19.6,1,0.170000000000002
114,1000,"VI","mu_2",5,0.738509540396925,0.627354740573431,0.849664340220419,0,0.170000000000002
114,1000,"VI","mu_3",10,7.90689477837599,7.81551866209068,7.99827089466129,0,0.170000000000002
114,1000,"VI","mu_4",20,19.9602042599153,19.8306868586327,20.0897216611979,1,0.170000000000002
115,1000,"Gibbs","mu_1",0,0.0277195171524081,-0.103440149404999,0.15805678900618,1,53.37
115,1000,"Gibbs","mu_2",5,4.9757983702411,4.84740486179419,5.10815628461857,1,53.37
115,1000,"Gibbs","mu_3",10,9.9839518721306,9.85207390649593,10.1163715337832,1,53.37
115,1000,"Gibbs","mu_4",20,19.9945574160401,19.8724034090046,20.117402031051,1,53.37
